order_key,allocation_id,branch_number,courier,cost,sku
order_1080,018cd8c8-6c3a-70cd-b320-08f3b032f5e2,060761,courier_a,87,59556003
order_1081,018cd8dc-c30a-70a4-9a87-e0a61db2310f,060952,courier_a,69,60030699
order_1082,018cd983-057f-7620-b33d-480975b28c07,000470,courier_a,46,"60024635, 60235472, 60318313"
order_1082,018cd983-057f-7620-b33d-480975b28c07,060909,courier_a,46,60007535
order_1083,018cd91b-b6bb-7886-a1b4-64490007dd90,060225,courier_a,46,59839919
order_1084,018cd934-eafd-78ad-a7df-65d5bc199a51,000657,courier_a,69,"60320794, 60241040, 60237799"
order_1084,018cd934-eafd-78ad-a7df-65d5bc199a51,000677,courier_a,46,60237643
order_1084,018cd934-eafd-78ad-a7df-65d5bc199a51,000732,courier_a,69,"60095773, 60247205"
order_1084,018cd934-eafd-78ad-a7df-65d5bc199a51,501870,courier_b,55,60213736
order_1085,018cdaac-1423-7630-b58b-537b4bf4f9dd,024389,courier_b,95,60115677
order_1085,018cdaac-1423-7630-b58b-537b4bf4f9dd,501870,courier_b,95,60341429
order_1086,018cd9b2-117e-78f1-866e-b346a719e074,020400,courier_a,38,59355822
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,000025,courier_a,69,"59976788, 56296415, 56296415, 56296415, 59843384, 59941201, 59902063"
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,030691,courier_a,87,59871657
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,060640,courier_a,69,"59550737, 60083611, 57341574, 59404043, 59882869"
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,060641,courier_a,69,59404051
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,060670,courier_a,69,59694666
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,330073,courier_a,69,18040783
order_1087,018cd825-d6f4-79fa-a963-4894fbfebdaa,501870,courier_b,55,60405557
order_1088,018cd8eb-3e63-70e1-bf7b-dd6f5112753c,038924,courier_b,62,60081917
order_1089,018cd91e-33db-7999-8c22-58dc4d86d043,000720,courier_a,87,"60279125, 60249067"
order_109,018cd9cb-7cad-7f6b-90a3-ccee29ae895a,000025,courier_a,38,59717749
order_1090,018cdb50-26e1-7236-92f0-f902c204ba9c,000025,courier_a,87,"60116746, 59917297"
order_1090,018cdb50-26e1-7236-92f0-f902c204ba9c,007081,courier_b,95,60251493
order_1091,018cd8bd-347a-7abc-8432-20027d9160a6,000720,courier_a,87,60046692
order_1092,018cd8f0-ef94-7804-83e2-88bcf8f94ad8,060759,courier_a,46,"59333946, 59333946"
order_1093,018cd9ca-7f7a-7ea6-a2f8-d4edad065e14,000523,courier_a,62,"60114930, 60247318"
order_1093,018cd9ca-7f7a-7ea6-a2f8-d4edad065e14,003726,courier_a,62,59748342
order_1094,018cd942-130c-7b52-b745-975c351ed8d1,020400,courier_a,69,"59895867, 59796816"
order_1094,018cd942-130c-7b52-b745-975c351ed8d1,020499,courier_a,69,"59596274, 59596283, 59895886"
order_1095,018cd8d1-f000-72e4-8f1d-3fc8e1b2205a,015081,courier_a,87,36563686
order_1096,018cda36-36eb-7405-b4ea-afafed0f0053,016347,courier_a,87,59621896
order_1096,018cda36-36eb-7405-b4ea-afafed0f0053,020305,courier_a,87,"59572640, 59572642, 59572642"
order_1096,018cda36-36eb-7405-b4ea-afafed0f0053,020335,courier_a,87,59673633
order_1096,018cda36-36eb-7405-b4ea-afafed0f0053,060672,courier_a,87,59621896
order_1097,018cd928-a84e-7be7-90a7-d00de97088ed,030434,courier_a,87,60192733
order_1098,018cd9a7-362b-7f12-943c-989ac7949ae2,060932,courier_a,69,31571644
order_1099,018cda35-f29b-73c5-a624-ec6a93ee1d65,030460,courier_a,87,60039008
order_1099,018cda35-f29b-73c5-a624-ec6a93ee1d65,038924,courier_b,95,"60297133, 60257910, 60251006, 60251285, 60316661"
order_11,018cd961-07cd-7038-ba16-682315ffdf03,330302,courier_b,95,60126633
order_110,018cd71e-57ee-7d4e-a01b-e93bdb1e63b9,005685,courier_a,22,60212506
order_110,018cd71e-57ee-7d4e-a01b-e93bdb1e63b9,030465,courier_a,22,60131474
order_1100,018cd8a1-128d-7703-9bfe-50e2ddc85dfa,065462,courier_a,87,"59893006, 59892946"
order_1101,018cd93b-864e-7644-9490-2b8aa8d00cd7,016347,courier_a,69,"60113087, 60113087, 60113087"
order_1101,018cd93b-864e-7644-9490-2b8aa8d00cd7,060480,courier_b,55,60113087
order_1102,018cd8d6-20b5-7513-a5f4-24d9bccfe09c,000740,courier_a,22,59685395
order_1103,018cdaf0-12e4-71e6-9add-d44248181e33,000035,courier_a,69,60246653
order_1104,018cdb48-596b-7961-b74b-ed54a881e9c2,020400,courier_a,62,59487472
order_1104,018cdb48-596b-7961-b74b-ed54a881e9c2,020645,courier_a,62,59449877
order_1105,018cd84a-18e0-71a7-9083-ada7427a68b2,000492,courier_a,46,56010035
order_1105,018cd84a-18e0-71a7-9083-ada7427a68b2,000767,courier_a,69,"59772198, 59614031, 59630173, 59614028"
order_1105,018cd84a-18e0-71a7-9083-ada7427a68b2,004112,courier_b,72,"57474829, 57537103, 58981229"
order_1105,018cd84a-18e0-71a7-9083-ada7427a68b2,009667,courier_a,69,59152469
order_1106,018cd941-4eb4-7284-b94b-1cab7bb7e0a5,060750,courier_a,22,31575191
order_1107,018cd931-ae51-792e-8016-6deb6c97baaf,060901,courier_a,22,57229851
order_1108,018cdaeb-5c0c-71bd-93e8-2d510c1e63e3,000518,courier_a,87,60302951
order_1108,018cdaeb-5c0c-71bd-93e8-2d510c1e63e3,000927,courier_a,87,"60102861, 60023404"
order_1108,018cdaeb-5c0c-71bd-93e8-2d510c1e63e3,038924,courier_b,95,60009268
order_1108,018cdaeb-5c0c-71bd-93e8-2d510c1e63e3,501870,courier_b,95,"60237441, 60237456"
order_1109,018cd864-9a7f-789a-8829-e1d63cc5a1cd,000447,courier_a,87,60325375
order_1109,018cd864-9a7f-789a-8829-e1d63cc5a1cd,000470,courier_a,87,"60047498, 60047498"
order_111,018cd77d-b4c3-7751-863b-4ede6efad87b,000957,courier_a,38,59797194
order_111,018cd77d-b4c3-7751-863b-4ede6efad87b,030993,courier_a,38,59894504
order_1110,018cda52-2b69-7093-82e9-3177be694e22,010947,courier_a,87,36528490
order_1111,018cdb52-87b8-7244-9368-3c9786abfa2b,000522,courier_a,69,60096333
order_1111,018cdb52-87b8-7244-9368-3c9786abfa2b,000523,courier_a,69,"55266661, 60096339, 60126962"
order_1111,018cdb52-87b8-7244-9368-3c9786abfa2b,000981,courier_a,69,59748343
order_1111,018cdb52-87b8-7244-9368-3c9786abfa2b,001028,courier_a,69,59910459
order_1111,018cdb52-87b8-7244-9368-3c9786abfa2b,060761,courier_a,69,"60113626, 60121922"
order_1111,018cdb52-87b8-7244-9368-3c9786abfa2b,060953,courier_a,69,"60338845, 60006516"
order_1112,018cdacd-5849-7f1f-bcb4-2532f5ff2db4,060662,courier_a,22,57681084
order_1113,018cd93d-0e38-7c9a-9dd3-27123c396570,060293,courier_a,22,60014979
order_1114,018cdb0d-c0b1-74e0-b625-7954845c3d2e,020400,courier_a,62,59374046
order_1115,018cda88-2ef2-7979-aeed-07309f6a9216,000057,courier_a,46,60259661
order_1115,018cda88-2ef2-7979-aeed-07309f6a9216,028184,courier_b,72,56591002
order_1116,018cd995-fcb3-7afa-b1ea-0ac9bd4671cb,028184,courier_b,95,60212728
order_1116,018cd995-fcb3-7afa-b1ea-0ac9bd4671cb,060274,courier_b,95,59565689
order_1117,018cda9e-23e0-7259-bbab-c512d0e6537a,060640,courier_a,87,"59926722, 59927213"
order_1117,018cda9e-23e0-7259-bbab-c512d0e6537a,060656,courier_a,87,59927366
order_1117,018cda9e-23e0-7259-bbab-c512d0e6537a,060669,courier_a,87,59926949
order_1117,018cda9e-23e0-7259-bbab-c512d0e6537a,060697,courier_a,87,"59962696, 60202975, 59063991"
order_1118,018cd9f0-7b4a-7f83-99c8-8b36d506b843,000922,courier_a,87,60008948
order_1119,018cdaf4-6903-7b57-9627-59a0ffb2f8bd,060480,courier_b,62,60024352
order_112,018cda68-d9cb-7676-bd48-e0a92789354d,330010,courier_c,20,"18047583, 18047582"
order_112,018cda68-d9cb-7676-bd48-e0a92789354d,330302,courier_b,72,18028100
order_1120,018cd9b2-c42b-7ac9-9766-26c972483df6,000057,courier_a,87,"60010509, 60010509"
order_1120,018cd9b2-c42b-7ac9-9766-26c972483df6,060697,courier_a,87,57341572
order_1121,018cdb4a-d111-7df8-b4e8-ef269955bdd0,060532,courier_a,87,59918218
order_1121,018cdb4a-d111-7df8-b4e8-ef269955bdd0,063686,courier_a,87,"60039552, 60290530"
order_1122,018cd965-c511-7327-ac9c-e34e6def4168,000018,courier_a,87,"57323908, 57323908, 57323908"
order_1123,018cd8c3-131d-75b7-a71f-1ec058d05d8a,060640,courier_a,87,59882869
order_1124,018cd8ff-d6e8-7e4e-9d8d-ef16ec0bb022,035854,courier_a,62,59825681
order_1125,018cdb45-14b6-7087-8f13-ad37f63eeeb8,330013,courier_a,69,18030342
order_1125,018cdb45-14b6-7087-8f13-ad37f63eeeb8,330073,courier_a,69,"18029353, 18029353, 18029353, 18029353, 18029353, 18029353, 18029353, 18029353, 18029353, 18029353, 18029353"
order_1125,018cdb45-14b6-7087-8f13-ad37f63eeeb8,330084,courier_a,69,18030342
order_1126,018cd74a-c6cc-7d61-a0dd-ba94f4cd6d67,000025,courier_a,38,60119674
order_1127,018cd958-30f8-7967-826f-a2210d3907ea,030503,courier_a,46,60068129
order_1127,018cd958-30f8-7967-826f-a2210d3907ea,060616,courier_a,46,59049231
order_1127,018cd958-30f8-7967-826f-a2210d3907ea,060661,courier_a,46,"60120855, 60120844"
order_1127,018cd958-30f8-7967-826f-a2210d3907ea,060673,courier_c,20,59919617
order_1127,018cd958-30f8-7967-826f-a2210d3907ea,060674,courier_c,20,"60085785, 60085817"
order_1128,018cd863-c9cb-7413-a3ce-7d6c2f8c2706,000426,courier_a,69,60089644
order_1128,018cd863-c9cb-7413-a3ce-7d6c2f8c2706,000791,courier_a,69,"60230579, 60200089"
order_1129,018cdb21-2a2a-75ff-b221-4e1c8ce358e4,015147,courier_a,69,59144507
order_1129,018cdb21-2a2a-75ff-b221-4e1c8ce358e4,060902,courier_a,69,59144507
order_113,018cdae5-7845-7bf2-af68-249157e923b1,010636,courier_a,69,36551646
order_1130,018cd86e-b960-76a5-b9cd-b2ffa4e7a64f,010949,courier_a,87,36521161
order_1131,018cd8fd-eac2-79ff-8f20-53e2d55d07e2,000927,courier_a,38,59630173
order_1132,018cd7db-ccd0-77b8-8d73-7b05b6c2cd92,060775,courier_a,87,"60194347, 60137289"
order_1133,018cd870-35af-75c8-97be-20343d62e1d6,060762,courier_a,46,59991774
order_1134,018cd997-4d9d-7e2f-a139-eeec071af94c,060661,courier_a,69,59926722
order_1135,018cd8d2-7749-7833-85c1-fcb6b55da74e,038924,courier_b,72,60252855
order_1136,018cdb0b-5dd8-7a16-9e5b-01215bc1d4ea,020400,courier_a,62,"59895871, 59663945"
order_1137,018cd9cb-8e76-7f86-9ffe-06aba70974f2,020411,courier_a,69,60117249
order_1138,018cd9f7-001f-7a4e-b6c9-d15cbc78f30e,020400,courier_a,22,59363119
order_1139,018cda46-da43-7688-814d-81ee907ae923,060480,courier_b,62,59934885
order_114,018cd964-f378-7674-8b08-326205d398e4,000477,same_store,,57110637
order_114,018cd964-f378-7674-8b08-326205d398e4,000749,courier_a,38,56620996
order_1140,018cda08-0ea3-7e86-8e49-8d3d6fc5d9b6,330302,courier_b,95,"18042112, 18042113"
order_1141,018cd963-6c44-7104-993b-cc37393aa83f,330087,same_store,,60114205
order_1142,018cda57-bb63-75a2-a749-c84d7c0dbe96,000523,courier_a,87,60331638
order_1142,018cda57-bb63-75a2-a749-c84d7c0dbe96,003726,courier_a,87,59762713
order_1143,018cd885-72ac-7dcb-9347-9853d083563a,015079,courier_a,69,36521974
order_1143,018cd885-72ac-7dcb-9347-9853d083563a,069330,courier_a,46,59342989
order_1144,018cd9a1-74b4-7875-80bb-49d5091c116d,000122,courier_a,22,60113548
order_1145,018cdb17-861f-7ae7-9cf9-1728b1f276f4,060656,courier_a,87,60083609
order_1146,018cd9f0-b262-7674-99c6-254d749b297a,020952,courier_a,62,60070796
order_1147,018cda28-ba74-79da-9133-ed787b225cf4,000054,courier_a,69,59400956
order_1148,018cd916-1f5b-792a-8053-71542f43a73f,030682,courier_a,62,60239393
order_1149,018cdb7c-de9c-7693-a9ad-67294de33bbf,060778,courier_a,69,59800462
order_1149,018cdb7c-de9c-7693-a9ad-67294de33bbf,063823,courier_a,69,59800268
order_115,018cda11-fd4e-793b-b301-e554bd7af7e0,330302,courier_b,95,60109617
order_1150,018cd992-b932-7abd-9783-cc040fcae8d5,000684,courier_a,22,60216288
order_1151,018cd89f-32a3-79af-8972-79e95e14aca1,011203,courier_a,38,36551651
order_1152,018cda93-c362-7172-a7aa-1355cf785807,000767,courier_a,69,"59772202, 59772196, 59567744"
order_1152,018cda93-c362-7172-a7aa-1355cf785807,004112,courier_b,72,"59786493, 59628085"
order_1152,018cda93-c362-7172-a7aa-1355cf785807,038924,courier_b,72,"59098550, 60087610, 59098543"
order_1153,018cd9df-a133-73fb-bbcc-2a2c3a8320c9,060853,courier_a,69,"60110432, 60064313"
order_1154,018cda02-6b4d-709e-b6c1-e2a2d4d9d4aa,060967,courier_a,62,60192748
order_1155,018cdac3-8d6a-74b7-86d0-c0b22f4d0e63,060661,courier_a,22,"59753548, 59753548, 59753548, 59753548, 59753548"
order_1156,018cd937-2c6b-7592-b27e-6dc52fd08147,000927,courier_a,22,60212258
order_1157,018cd92c-d36a-720e-9445-40fc89020c77,004112,courier_b,62,"59910600, 60048137, 59166159"
order_1158,018cda38-50a7-7424-a32c-0e5a7cedb5a7,000630,courier_a,87,60203432
order_1158,018cda38-50a7-7424-a32c-0e5a7cedb5a7,000783,courier_a,87,59666762
order_1158,018cda38-50a7-7424-a32c-0e5a7cedb5a7,000919,courier_a,87,"60117739, 56271611, 60117745, 56243622, 59261799, 59910600, 17026969, 59634548"
